FIR,ano,mes,dia,mov
BRASIL,2018,3,15,5060
BRASIL,2018,3,16,5224
BRASIL,2018,3,17,4036
BRASIL,2018,3,18,3824
BRASIL,2018,3,19,4671
BRASIL,2018,3,20,4696
BRASIL,2018,3,21,4636
BRASIL,2018,3,22,5028
BRASIL,2018,3,23,5185
BRASIL,2018,3,24,3935
BRASIL,2018,3,25,3640
BRASIL,2018,3,26,4435
BRASIL,2018,3,27,4490
BRASIL,2018,3,28,4895
BRASIL,2018,3,29,5433
BRASIL,2018,3,30,3831
BRASIL,2018,3,31,2884
BRASIL,2018,4,1,4288
BRASIL,2018,4,2,4680
BRASIL,2018,4,3,4704
BRASIL,2018,4,4,4755
BRASIL,2018,4,5,5081
BRASIL,2018,4,6,5039
BRASIL,2018,4,7,3940
BRASIL,2018,4,8,3697
BRASIL,2018,4,9,4658
BRASIL,2018,4,10,4760
BRASIL,2018,4,11,4961
BRASIL,2018,4,12,5033
BRASIL,2018,4,13,5032
BRASIL,2018,4,14,3777
BRASIL,2018,4,15,3366
BRASIL,2018,4,16,4462
BRASIL,2018,4,17,4601
BRASIL,2018,4,18,4859
BRASIL,2018,4,19,5106
BRASIL,2018,4,20,5248
BRASIL,2018,4,21,3998
BRASIL,2018,4,22,3871
BRASIL,2018,4,23,4778
BRASIL,2018,4,24,4833
BRASIL,2018,4,25,4835
BRASIL,2018,4,26,5174
BRASIL,2018,4,27,5686
BRASIL,2018,4,28,4451
BRASIL,2018,4,29,3262
BRASIL,2018,4,30,3761
BRASIL,2018,5,1,4796
BRASIL,2018,5,2,4822
BRASIL,2018,5,3,5101
BRASIL,2018,5,4,5306
BRASIL,2018,5,5,4090
BRASIL,2018,5,6,3680
BRASIL,2018,5,7,4537
BRASIL,2018,5,8,4739
BRASIL,2018,5,9,4770
BRASIL,2018,5,10,5080
BRASIL,2018,5,11,5145
BRASIL,2018,5,12,4044
BRASIL,2018,5,13,3801
BRASIL,2018,5,14,4760
BRASIL,2018,5,15,4671
BRASIL,2018,5,16,4787
BRASIL,2018,5,17,4934
BRASIL,2018,5,18,5118
BRASIL,2018,5,19,3611
BRASIL,2018,5,20,3809
BRASIL,2018,5,21,4883
BRASIL,2018,5,22,4893
BRASIL,2018,5,23,4940
BRASIL,2018,5,24,4964
BRASIL,2018,5,25,5021
BRASIL,2018,5,26,3775
BRASIL,2018,5,27,3591
BRASIL,2018,5,28,4194
BRASIL,2018,5,29,4335
BRASIL,2018,5,30,4698
BRASIL,2018,5,31,4158
BRASIL,2018,6,1,3379
BRASIL,2018,6,2,3091
BRASIL,2018,6,3,3897
BRASIL,2018,6,4,4510
BRASIL,2018,6,5,4481
BRASIL,2018,6,6,4698
BRASIL,2018,6,7,4629
BRASIL,2018,6,8,5059
BRASIL,2018,6,9,4215
BRASIL,2018,6,10,3768
BRASIL,2018,6,11,4646
BRASIL,2018,6,12,4409
BRASIL,2018,6,13,4664
BRASIL,2018,6,14,4761
BRASIL,2018,6,15,4997
BRASIL,2018,6,16,3682
BRASIL,2018,6,17,3555
BRASIL,2018,6,18,4539
BRASIL,2018,6,19,4679
BRASIL,2018,6,20,4902
BRASIL,2018,6,21,5141
BRASIL,2018,6,22,4558
BRASIL,2018,6,23,3955
BRASIL,2018,6,24,3596
BRASIL,2018,6,25,4610
BRASIL,2018,6,26,4610
BRASIL,2018,6,27,4176
BRASIL,2018,6,28,4782
BRASIL,2018,6,29,5338
BRASIL,2018,6,30,4182
BRASIL,2018,7,1,4003
BRASIL,2018,7,2,4339
BRASIL,2018,7,3,4567
BRASIL,2018,7,4,4798
BRASIL,2018,7,5,4924
BRASIL,2018,7,6,4682
BRASIL,2018,7,7,4138
BRASIL,2018,7,8,3646
BRASIL,2018,7,9,4538
BRASIL,2018,7,10,4256
BRASIL,2018,7,11,4800
BRASIL,2018,7,12,4917
BRASIL,2018,7,13,5150
BRASIL,2018,7,14,4332
BRASIL,2018,7,15,3789
BRASIL,2018,7,16,4806
BRASIL,2018,7,17,4908
BRASIL,2018,7,18,4963
BRASIL,2018,7,19,5048
BRASIL,2018,7,20,5161
BRASIL,2018,7,21,4411
BRASIL,2018,7,22,4113
BRASIL,2018,7,23,4948
BRASIL,2018,7,24,4741
BRASIL,2018,7,25,4872
BRASIL,2018,7,26,5114
BRASIL,2018,7,27,5033
BRASIL,2018,7,28,4373
BRASIL,2018,7,29,4260
BRASIL,2018,7,30,4663
BRASIL,2018,7,31,4612
BRASIL,2018,8,1,4634
BRASIL,2018,8,2,4799
BRASIL,2018,8,3,4604
BRASIL,2018,8,4,3847
BRASIL,2018,8,5,3823
BRASIL,2018,8,6,4383
BRASIL,2018,8,7,4549
BRASIL,2018,8,8,4666
BRASIL,2018,8,9,4758
BRASIL,2018,8,10,5241
BRASIL,2018,8,11,4144
BRASIL,2018,8,12,3733
BRASIL,2018,8,13,4647
BRASIL,2018,8,14,4801
BRASIL,2018,8,15,4806
BRASIL,2018,8,16,4835
BRASIL,2018,8,17,5185
BRASIL,2018,8,18,4222
BRASIL,2018,8,19,4138
BRASIL,2018,8,20,4649
BRASIL,2018,8,21,4665
BRASIL,2018,8,22,4760
BRASIL,2018,8,23,5172
BRASIL,2018,8,24,5175
BRASIL,2018,8,25,3993
BRASIL,2018,8,26,3908
BRASIL,2018,8,27,4654
BRASIL,2018,8,28,4815
BRASIL,2018,8,29,5091
BRASIL,2018,8,30,5207
BRASIL,2018,8,31,5458
BRASIL,2018,9,1,4146
BRASIL,2018,9,2,3853
BRASIL,2018,9,3,4542
BRASIL,2018,9,4,4788
BRASIL,2018,9,5,5091
BRASIL,2018,9,6,5990
BRASIL,2018,9,7,4641
BRASIL,2018,9,8,3507
BRASIL,2018,9,9,4410
BRASIL,2018,9,10,4980
BRASIL,2018,9,11,4856
BRASIL,2018,9,12,4979
BRASIL,2018,9,13,5230
BRASIL,2018,9,14,4802
BRASIL,2018,9,15,4059
BRASIL,2018,9,16,3858
BRASIL,2018,9,17,4308
BRASIL,2018,9,18,4683
BRASIL,2018,9,19,5013
BRASIL,2018,9,20,4681
BRASIL,2018,9,21,5356
BRASIL,2018,9,22,4540
BRASIL,2018,9,23,4200
BRASIL,2018,9,24,4841
BRASIL,2018,9,25,4683
BRASIL,2018,9,26,5120
BRASIL,2018,9,27,5106
BRASIL,2018,9,28,5336
BRASIL,2018,9,29,4379
BRASIL,2018,9,30,4069
BRASIL,2018,10,1,4864
BRASIL,2018,10,2,4751
BRASIL,2018,10,3,4897
BRASIL,2018,10,4,4992
BRASIL,2018,10,5,4996
BRASIL,2018,10,6,4064
BRASIL,2018,10,7,3443
BRASIL,2018,10,8,4291
BRASIL,2018,10,9,4588
BRASIL,2018,10,10,4685
BRASIL,2018,10,11,4989
BRASIL,2018,10,12,4265
BRASIL,2018,10,13,3156
BRASIL,2018,10,14,4064
BRASIL,2018,10,15,4633
BRASIL,2018,10,16,4571
BRASIL,2018,10,17,4632
BRASIL,2018,10,18,4887
BRASIL,2018,10,19,4929
BRASIL,2018,10,20,4059
BRASIL,2018,10,21,3868
BRASIL,2018,10,22,4863
BRASIL,2018,10,23,4662
BRASIL,2018,10,24,4134
BRASIL,2018,10,25,4426
BRASIL,2018,10,26,4719
BRASIL,2018,10,27,3641
BRASIL,2018,10,28,3482
BRASIL,2018,10,29,4511
BRASIL,2018,10,30,4813
BRASIL,2018,10,31,4808
BRASIL,2018,11,1,5115
BRASIL,2018,11,2,4025
BRASIL,2018,11,3,2967
BRASIL,2018,11,4,4146
BRASIL,2018,11,5,4635
BRASIL,2018,11,6,4696
BRASIL,2018,11,7,4622
BRASIL,2018,11,8,4529
BRASIL,2018,11,9,4608
BRASIL,2018,11,10,3705
BRASIL,2018,11,11,3816
BRASIL,2018,11,12,4709
BRASIL,2018,11,13,4848
BRASIL,2018,11,14,4942
BRASIL,2018,11,15,4842
BRASIL,2018,11,16,3799
BRASIL,2018,11,17,3398
BRASIL,2018,11,18,3872
BRASIL,2018,11,19,4102
BRASIL,2018,11,20,4482
BRASIL,2018,11,21,4684
BRASIL,2018,11,22,4836
BRASIL,2018,11,23,4713
BRASIL,2018,11,24,3618
BRASIL,2018,11,25,3511
BRASIL,2018,11,26,4227
BRASIL,2018,11,27,4608
BRASIL,2018,11,28,4871
BRASIL,2018,11,29,4878
BRASIL,2018,11,30,4828
BRASIL,2018,12,1,3693
BRASIL,2018,12,2,3683
BRASIL,2018,12,3,4586
BRASIL,2018,12,4,4914
BRASIL,2018,12,5,5051
BRASIL,2018,12,6,5217
BRASIL,2018,12,7,5146
BRASIL,2018,12,8,4136
BRASIL,2018,12,9,3889
BRASIL,2018,12,10,4715
BRASIL,2018,12,11,4990
BRASIL,2018,12,12,5048
BRASIL,2018,12,13,5051
BRASIL,2018,12,14,5138
BRASIL,2018,12,15,4221
BRASIL,2018,12,16,4059
BRASIL,2018,12,17,4786
BRASIL,2018,12,18,4935
BRASIL,2018,12,19,5200
BRASIL,2018,12,20,5237
BRASIL,2018,12,21,5176
BRASIL,2018,12,22,4469
BRASIL,2018,12,23,3716
BRASIL,2018,12,24,3118
BRASIL,2018,12,25,2856
BRASIL,2018,12,26,4507
BRASIL,2018,12,27,4978
BRASIL,2018,12,28,4881
BRASIL,2018,12,29,4002
BRASIL,2018,12,30,3391
BRASIL,2018,12,31,3058
BRASIL,2019,1,1,3246
BRASIL,2019,1,2,4733
BRASIL,2019,1,3,4728
BRASIL,2019,1,4,4528
BRASIL,2019,1,5,3914
BRASIL,2019,1,6,3984
BRASIL,2019,1,7,4442
BRASIL,2019,1,8,4507
BRASIL,2019,1,9,4584
BRASIL,2019,1,10,4812
BRASIL,2019,1,11,4888
BRASIL,2019,1,12,4095
BRASIL,2019,1,13,3967
BRASIL,2019,1,14,4444
BRASIL,2019,1,15,4742
BRASIL,2019,1,16,4743
BRASIL,2019,1,17,4847
BRASIL,2019,1,18,4786
BRASIL,2019,1,19,3982
BRASIL,2019,1,20,3946
BRASIL,2019,1,21,4669
BRASIL,2019,1,22,4779
BRASIL,2019,1,23,4897
BRASIL,2019,1,24,5079
BRASIL,2019,1,25,4994
BRASIL,2019,1,26,4142
BRASIL,2019,1,27,4120
BRASIL,2019,1,28,4766
BRASIL,2019,1,29,4837
BRASIL,2019,1,30,4949
BRASIL,2019,1,31,4954
BRASIL,2019,2,1,5011
BRASIL,2019,2,2,3912
BRASIL,2019,2,3,3882
BRASIL,2019,2,4,4417
BRASIL,2019,2,5,4435
BRASIL,2019,2,6,4388
BRASIL,2019,2,7,4736
BRASIL,2019,2,8,4836
BRASIL,2019,2,9,3869
BRASIL,2019,2,10,3613
BRASIL,2019,2,11,4554
BRASIL,2019,2,12,4372
BRASIL,2019,2,13,4441
BRASIL,2019,2,14,4905
BRASIL,2019,2,15,4550
BRASIL,2019,2,16,3528
BRASIL,2019,2,17,3295
BRASIL,2019,2,18,4419
BRASIL,2019,2,19,4547
BRASIL,2019,2,20,4648
BRASIL,2019,2,21,4833
BRASIL,2019,2,22,4851
BRASIL,2019,2,23,3817
BRASIL,2019,2,24,3659
BRASIL,2019,2,25,4344
BRASIL,2019,2,26,4417
BRASIL,2019,2,27,4723
BRASIL,2019,2,28,4695
BRASIL,2019,3,1,5161
BRASIL,2019,3,2,4299
BRASIL,2019,3,3,2724
BRASIL,2019,3,4,2814
BRASIL,2019,3,5,3354
BRASIL,2019,3,6,4692
BRASIL,2019,3,7,4455
BRASIL,2019,3,8,4470
BRASIL,2019,3,9,3806
BRASIL,2019,3,10,3772
BRASIL,2019,3,11,4418
BRASIL,2019,3,12,4484
BRASIL,2019,3,13,4568
BRASIL,2019,3,14,4695
BRASIL,2019,3,15,4717
BRASIL,2019,3,16,3769
BRASIL,2019,3,17,3393
BRASIL,2019,3,18,4373
BRASIL,2019,3,19,4460
BRASIL,2019,3,20,4532
BRASIL,2019,3,21,4598
BRASIL,2019,3,22,4643
BRASIL,2019,3,23,3867
BRASIL,2019,3,24,3650
BRASIL,2019,3,25,4511
BRASIL,2019,3,26,4670
BRASIL,2019,3,27,4582
BRASIL,2019,3,28,4771
BRASIL,2019,3,29,4803
BRASIL,2019,3,30,3950
BRASIL,2019,3,31,3596
BRASIL,2019,4,1,4383
BRASIL,2019,4,2,4585
BRASIL,2019,4,3,4644
BRASIL,2019,4,4,4886
BRASIL,2019,4,5,4715
BRASIL,2019,4,6,3476
BRASIL,2019,4,7,3279
BRASIL,2019,4,8,4194
BRASIL,2019,4,9,4335
BRASIL,2019,4,10,4757
BRASIL,2019,4,11,4773
BRASIL,2019,4,12,4942
BRASIL,2019,4,13,3842
BRASIL,2019,4,14,3428
BRASIL,2019,4,15,4400
BRASIL,2019,4,16,4452
BRASIL,2019,4,17,4833
BRASIL,2019,4,18,4896
BRASIL,2019,4,19,3576
BRASIL,2019,4,20,2711
BRASIL,2019,4,21,3982
BRASIL,2019,4,22,4695
BRASIL,2019,4,23,4487
BRASIL,2019,4,24,4512
BRASIL,2019,4,25,4554
BRASIL,2019,4,26,4874
BRASIL,2019,4,27,3646
BRASIL,2019,4,28,3279
BRASIL,2019,4,29,4510
BRASIL,2019,4,30,4440
BRASIL,2019,5,1,3817
BRASIL,2019,5,2,4352
BRASIL,2019,5,3,4736
BRASIL,2019,5,4,3578
BRASIL,2019,5,5,3608
BRASIL,2019,5,6,4456
BRASIL,2019,5,7,4434
BRASIL,2019,5,8,4375
BRASIL,2019,5,9,4956
BRASIL,2019,5,10,4635
BRASIL,2019,5,11,3457
BRASIL,2019,5,12,3189
BRASIL,2019,5,13,4074
BRASIL,2019,5,14,4351
BRASIL,2019,5,15,4308
BRASIL,2019,5,16,4610
BRASIL,2019,5,17,4334
BRASIL,2019,5,18,3474
BRASIL,2019,5,19,3323
BRASIL,2019,5,20,4282
BRASIL,2019,5,21,4518
BRASIL,2019,5,22,4472
BRASIL,2019,5,23,4604
BRASIL,2019,5,24,4564
BRASIL,2019,5,25,3673
BRASIL,2019,5,26,3651
BRASIL,2019,5,27,4414
BRASIL,2019,5,28,4100
BRASIL,2019,5,29,4291
BRASIL,2019,5,30,4474
BRASIL,2019,5,31,4564
BRASIL,2019,6,1,3519
BRASIL,2019,6,2,3255
BRASIL,2019,6,3,4127
BRASIL,2019,6,4,4507
BRASIL,2019,6,5,4735
BRASIL,2019,6,6,4776
BRASIL,2019,6,7,4958
BRASIL,2019,6,8,3702
BRASIL,2019,6,9,3528
BRASIL,2019,6,10,4362
BRASIL,2019,6,11,4326
BRASIL,2019,6,12,4468
BRASIL,2019,6,13,4732
BRASIL,2019,6,14,4823
BRASIL,2019,6,15,3715
BRASIL,2019,6,16,3480
BRASIL,2019,6,17,4382
BRASIL,2019,6,18,4708
BRASIL,2019,6,19,4945
BRASIL,2019,6,20,4397
BRASIL,2019,6,21,3256
BRASIL,2019,6,22,2998
BRASIL,2019,6,23,4175
BRASIL,2019,6,24,4637
BRASIL,2019,6,25,4588
BRASIL,2019,6,26,4396
BRASIL,2019,6,27,4781
BRASIL,2019,6,28,5021
BRASIL,2019,6,29,3775
BRASIL,2019,6,30,3681
BRASIL,2019,7,1,4600
BRASIL,2019,7,2,4588
BRASIL,2019,7,3,4672
BRASIL,2019,7,4,4607
BRASIL,2019,7,5,4635
BRASIL,2019,7,6,4017
BRASIL,2019,7,7,3663
BRASIL,2019,7,8,4603
BRASIL,2019,7,9,4625
BRASIL,2019,7,10,4609
BRASIL,2019,7,11,4736
BRASIL,2019,7,12,4978
BRASIL,2019,7,13,4043
BRASIL,2019,7,14,3699
BRASIL,2019,7,15,4504
BRASIL,2019,7,16,4653
BRASIL,2019,7,17,4784
BRASIL,2019,7,18,4955
BRASIL,2019,7,19,4963
BRASIL,2019,7,20,3979
BRASIL,2019,7,21,3867
BRASIL,2019,7,22,4583
BRASIL,2019,7,23,4615
BRASIL,2019,7,24,4708
BRASIL,2019,7,25,4766
BRASIL,2019,7,26,4837
BRASIL,2019,7,27,3956
BRASIL,2019,7,28,3851
BRASIL,2019,7,29,4624
BRASIL,2019,7,30,4803
BRASIL,2019,7,31,4957
BRASIL,2019,8,1,4854
BRASIL,2019,8,2,4671
BRASIL,2019,8,3,3637
BRASIL,2019,8,4,3434
BRASIL,2019,8,5,4343
BRASIL,2019,8,6,4593
BRASIL,2019,8,7,4684
BRASIL,2019,8,8,4869
BRASIL,2019,8,9,5012
BRASIL,2019,8,10,3976
BRASIL,2019,8,11,3533
BRASIL,2019,8,12,4362
BRASIL,2019,8,13,4563
BRASIL,2019,8,14,4687
BRASIL,2019,8,15,4850
BRASIL,2019,8,16,5043
BRASIL,2019,8,17,3928
BRASIL,2019,8,18,3830
BRASIL,2019,8,19,4260
BRASIL,2019,8,20,4437
BRASIL,2019,8,21,4674
BRASIL,2019,8,22,4856
BRASIL,2019,8,23,4905
BRASIL,2019,8,24,3879
BRASIL,2019,8,25,3783
BRASIL,2019,8,26,4536
BRASIL,2019,8,27,4620
BRASIL,2019,8,28,4724
BRASIL,2019,8,29,4768
BRASIL,2019,8,30,4921
BRASIL,2019,8,31,3761
BRASIL,2019,9,1,3545
BRASIL,2019,9,2,4435
BRASIL,2019,9,3,4488
BRASIL,2019,9,4,4591
BRASIL,2019,9,5,4666
BRASIL,2019,9,6,4826
BRASIL,2019,9,7,3892
BRASIL,2019,9,8,3813
BRASIL,2019,9,9,4592
BRASIL,2019,9,10,4634
BRASIL,2019,9,11,4535
BRASIL,2019,9,12,4793
BRASIL,2019,9,13,4876
BRASIL,2019,9,14,3787
BRASIL,2019,9,15,3832
BRASIL,2019,9,16,4482
BRASIL,2019,9,17,4490
BRASIL,2019,9,18,4660
BRASIL,2019,9,19,4694
BRASIL,2019,9,20,4793
BRASIL,2019,9,21,3780
BRASIL,2019,9,22,3633
BRASIL,2019,9,23,4526
BRASIL,2019,9,24,4640
BRASIL,2019,9,25,4482
BRASIL,2019,9,26,4676
BRASIL,2019,9,27,5000
BRASIL,2019,9,28,3947
BRASIL,2019,9,29,3893
BRASIL,2019,9,30,4697
BRASIL,2019,10,1,4850
BRASIL,2019,10,2,4894
BRASIL,2019,10,3,4846
BRASIL,2019,10,4,5013
BRASIL,2019,10,5,3926
BRASIL,2019,10,6,3586
BRASIL,2019,10,7,4402
BRASIL,2019,10,8,4440
BRASIL,2019,10,9,4461
BRASIL,2019,10,10,4940
BRASIL,2019,10,11,5188
BRASIL,2019,10,12,4070
BRASIL,2019,10,13,3847
BRASIL,2019,10,14,4577
BRASIL,2019,10,15,4566
BRASIL,2019,10,16,4633
BRASIL,2019,10,17,4740
BRASIL,2019,10,18,4855
BRASIL,2019,10,19,3968
BRASIL,2019,10,20,3735
BRASIL,2019,10,21,4180
BRASIL,2019,10,22,4485
BRASIL,2019,10,23,4678
BRASIL,2019,10,24,4950
BRASIL,2019,10,25,4962
BRASIL,2019,10,26,3960
BRASIL,2019,10,27,3719
BRASIL,2019,10,28,4394
BRASIL,2019,10,29,4599
BRASIL,2019,10,30,4709
BRASIL,2019,10,31,4643
BRASIL,2019,11,1,5052
BRASIL,2019,11,2,3780
BRASIL,2019,11,3,3758
BRASIL,2019,11,4,4489
BRASIL,2019,11,5,4482
BRASIL,2019,11,6,4637
BRASIL,2019,11,7,4654
BRASIL,2019,11,8,4716
BRASIL,2019,11,9,3815
BRASIL,2019,11,10,3620
BRASIL,2019,11,11,4386
BRASIL,2019,11,12,4543
BRASIL,2019,11,13,4755
BRASIL,2019,11,14,5014
BRASIL,2019,11,15,4405
BRASIL,2019,11,16,3432
BRASIL,2019,11,17,4294
BRASIL,2019,11,18,4458
BRASIL,2019,11,19,4551
BRASIL,2019,11,20,4735
BRASIL,2019,11,21,4984
BRASIL,2019,11,22,4972
BRASIL,2019,11,23,4028
BRASIL,2019,11,24,3833
BRASIL,2019,11,25,4806
BRASIL,2019,11,26,4762
BRASIL,2019,11,27,4421
BRASIL,2019,11,28,4819
BRASIL,2019,11,29,5144
BRASIL,2019,11,30,4133
BRASIL,2019,12,1,3727
BRASIL,2019,12,2,4645
BRASIL,2019,12,3,4761
BRASIL,2019,12,4,4774
BRASIL,2019,12,5,4792
BRASIL,2019,12,6,4996
BRASIL,2019,12,7,4230
BRASIL,2019,12,8,3896
BRASIL,2019,12,9,4613
BRASIL,2019,12,10,4686
BRASIL,2019,12,11,4718
BRASIL,2019,12,12,5033
BRASIL,2019,12,13,5096
BRASIL,2019,12,14,4112
BRASIL,2019,12,15,3981
BRASIL,2019,12,16,4683
BRASIL,2019,12,17,4548
BRASIL,2019,12,18,4956
BRASIL,2019,12,19,5203
BRASIL,2019,12,20,5204
BRASIL,2019,12,21,4291
BRASIL,2019,12,22,3950
BRASIL,2019,12,23,4396
BRASIL,2019,12,24,3540
BRASIL,2019,12,25,2891
BRASIL,2019,12,26,4904
BRASIL,2019,12,27,4913
BRASIL,2019,12,28,4373
BRASIL,2019,12,29,3660
BRASIL,2019,12,30,4125
BRASIL,2019,12,31,3371
BRASIL,2020,1,1,3068
BRASIL,2020,1,2,4463
BRASIL,2020,1,3,4528
BRASIL,2020,1,4,4027
BRASIL,2020,1,5,4211
BRASIL,2020,1,6,4680
BRASIL,2020,1,7,4474
BRASIL,2020,1,8,4579
BRASIL,2020,1,9,4777
BRASIL,2020,1,10,4920
BRASIL,2020,1,11,4105
BRASIL,2020,1,12,4045
BRASIL,2020,1,13,4638
BRASIL,2020,1,14,4797
BRASIL,2020,1,15,4968
BRASIL,2020,1,16,4929
BRASIL,2020,1,17,4821
BRASIL,2020,1,18,4028
BRASIL,2020,1,19,4010
BRASIL,2020,1,20,4749
BRASIL,2020,1,21,4764
BRASIL,2020,1,22,4602
BRASIL,2020,1,23,4572
BRASIL,2020,1,24,4618
BRASIL,2020,1,25,4197
BRASIL,2020,1,26,4007
BRASIL,2020,1,27,4829
BRASIL,2020,1,28,4812
BRASIL,2020,1,29,4839
BRASIL,2020,1,30,4912
BRASIL,2020,1,31,4896
BRASIL,2020,2,1,4071
BRASIL,2020,2,2,3840
BRASIL,2020,2,3,4634
BRASIL,2020,2,4,4561
BRASIL,2020,2,5,4612
BRASIL,2020,2,6,4848
BRASIL,2020,2,7,4847
BRASIL,2020,2,8,3934
BRASIL,2020,2,9,3812
BRASIL,2020,2,10,4266
BRASIL,2020,2,11,4387
BRASIL,2020,2,12,4542
BRASIL,2020,2,13,4985
BRASIL,2020,2,14,4966
BRASIL,2020,2,15,4114
BRASIL,2020,2,16,4027
BRASIL,2020,2,17,4597
BRASIL,2020,2,18,4747
BRASIL,2020,2,19,4831
BRASIL,2020,2,20,5254
BRASIL,2020,2,21,5431
BRASIL,2020,2,22,4202
BRASIL,2020,2,23,2892
BRASIL,2020,2,24,3066
BRASIL,2020,2,25,3557
BRASIL,2020,2,26,4587
BRASIL,2020,2,27,4584
BRASIL,2020,2,28,4570
BRASIL,2020,2,29,3802
BRASIL,2020,3,1,3894
BRASIL,2020,3,2,4597
BRASIL,2020,3,3,4687
BRASIL,2020,3,4,4842
BRASIL,2020,3,5,5043
BRASIL,2020,3,6,5097
BRASIL,2020,3,7,3967
BRASIL,2020,3,8,3934
BRASIL,2020,3,9,4854
BRASIL,2020,3,10,4868
BRASIL,2020,3,11,4713
BRASIL,2020,3,12,5148
BRASIL,2020,3,13,5138
BRASIL,2020,3,14,4046
BRASIL,2020,3,15,3772
BRASIL,2020,3,16,4241
BRASIL,2020,3,17,4038
BRASIL,2020,3,18,3631
BRASIL,2020,3,19,3582
BRASIL,2020,3,20,3259
BRASIL,2020,3,21,2496
BRASIL,2020,3,22,1783
BRASIL,2020,3,23,1888
BRASIL,2020,3,24,1481
BRASIL,2020,3,25,1328
BRASIL,2020,3,26,1448
BRASIL,2020,3,27,1402
BRASIL,2020,3,28,990
BRASIL,2020,3,29,686
BRASIL,2020,3,30,1224
BRASIL,2020,3,31,1361
BRASIL,2020,4,1,1352
BRASIL,2020,4,2,1373
BRASIL,2020,4,3,1310
BRASIL,2020,4,4,883
BRASIL,2020,4,5,653
BRASIL,2020,4,6,1178
BRASIL,2020,4,7,1207
BRASIL,2020,4,8,1467
BRASIL,2020,4,9,1491
BRASIL,2020,4,10,842
BRASIL,2020,4,11,703
BRASIL,2020,4,12,592
BRASIL,2020,4,13,1278
BRASIL,2020,4,14,1256
BRASIL,2020,4,15,1389
BRASIL,2020,4,16,1447
BRASIL,2020,4,17,1513
BRASIL,2020,4,18,986
BRASIL,2020,4,19,756
BRASIL,2020,4,20,1229
BRASIL,2020,4,21,1250
BRASIL,2020,4,22,1543
BRASIL,2020,4,23,1802
BRASIL,2020,4,24,1803
BRASIL,2020,4,25,1182
BRASIL,2020,4,26,933
BRASIL,2020,4,27,1658
BRASIL,2020,4,28,1737
BRASIL,2020,4,29,1940
BRASIL,2020,4,30,2136
BRASIL,2020,5,1,1476
BRASIL,2020,5,2,1056
BRASIL,2020,5,3,1029
BRASIL,2020,5,4,1774
BRASIL,2020,5,5,1759
BRASIL,2020,5,6,1799
BRASIL,2020,5,7,1934
BRASIL,2020,5,8,2014
BRASIL,2020,5,9,1438
BRASIL,2020,5,10,907
BRASIL,2020,5,11,1778
BRASIL,2020,5,12,1849
BRASIL,2020,5,13,1636
BRASIL,2020,5,14,1695
BRASIL,2020,5,15,1725
BRASIL,2020,5,16,1306
BRASIL,2020,5,17,1029
BRASIL,2020,5,18,1741
BRASIL,2020,5,19,1836
BRASIL,2020,5,20,1958
BRASIL,2020,5,21,2016
BRASIL,2020,5,22,1805
BRASIL,2020,5,23,1031
BRASIL,2020,5,24,917
BRASIL,2020,5,25,1743
BRASIL,2020,5,26,1949
BRASIL,2020,5,27,2044
