APT_ICAO,DATE,PHASE,N_VALID,(-1e+09.-60],(-60.-55],(-55.-50],(-50.-45],(-45.-40],(-40.-35],(-35.-30],(-30.-25],(-25.-20],(-20.-15],(-15.-10],(-10.-5],(-5.0],(0.5],(5.10],(10.15],(15.20],(20.25],(25.30],(30.35],(35.40],(40.45],(45.50],(50.55],(55.60],(60.1e+09],EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
SBRF,2019-08,DEP,2975,0,0,1,0,0,0,0,2,4,21,146,526,762,643,256,173,113,75,62,38,25,13,15,11,13,76,0.22588,0.25613,0.21613,0.1442,0.47227,0.84235
SBRF,2020-08,DEP,1036,3,2,0,0,1,0,0,1,6,12,135,336,280,144,41,15,19,11,8,3,4,2,0,3,0,10,0.45463,0.27027,0.139,0.05405,0.40927,0.91795
SBRF,2021-08,DEP,2947,0,0,2,2,1,1,1,2,5,37,209,707,892,536,210,112,64,42,33,17,12,9,6,9,2,35,0.31082,0.30268,0.18188,0.10926,0.48456,0.90465
SBRF,2019-09,DEP,2878,0,0,0,0,0,0,1,1,1,14,179,539,723,595,246,181,104,64,45,42,31,10,13,10,10,67,0.24948,0.25122,0.20674,0.14837,0.45796,0.8558
SBRF,2020-09,DEP,1231,0,0,0,1,0,0,2,6,5,22,96,335,338,223,85,30,31,16,7,5,7,4,2,2,0,14,0.35012,0.27457,0.18115,0.09342,0.45573,0.89927
SBRF,2021-09,DEP,2846,0,0,0,1,1,1,3,2,5,26,180,597,852,595,204,113,71,40,45,18,22,6,11,8,6,39,0.27301,0.29937,0.20907,0.11138,0.50843,0.89283
SBRF,2019-10,DEP,3086,0,0,0,0,0,1,0,0,5,12,105,413,768,694,309,222,123,98,76,53,47,23,18,13,17,88,0.16785,0.24887,0.22489,0.17207,0.47375,0.81367
SBRF,2020-10,DEP,1910,0,0,0,0,0,1,1,2,3,14,161,487,581,315,140,63,48,16,18,9,10,3,3,6,3,23,0.33927,0.30419,0.16492,0.10628,0.46911,0.91466
SBRF,2021-10,DEP,2839,0,0,0,2,0,0,1,3,1,15,148,566,846,610,229,130,74,49,34,25,18,13,12,8,8,46,0.2515,0.29799,0.21486,0.12645,0.51286,0.89081
SBRF,2019-11,DEP,2876,3,2,2,2,1,1,1,0,3,19,134,463,684,612,259,190,118,76,52,44,38,37,24,22,7,79,0.20758,0.23783,0.2128,0.15612,0.45063,0.81433
SBRF,2020-11,DEP,2131,2,0,0,1,0,1,0,6,7,18,88,345,588,464,198,138,75,59,33,27,18,8,7,7,4,36,0.20319,0.27593,0.21774,0.15767,0.49366,0.85453
SBRF,2021-11,DEP,2788,0,0,1,0,0,1,1,1,6,20,119,504,810,561,232,166,84,55,42,34,25,15,22,14,8,64,0.22346,0.29053,0.20122,0.14275,0.49175,0.85796
SBRF,2019-12,DEP,3171,4,1,0,0,0,2,1,0,4,19,132,544,769,629,291,173,148,111,78,35,39,35,26,18,15,94,0.21318,0.24251,0.19836,0.14633,0.44087,0.80038
SBRF,2020-12,DEP,2687,0,0,1,0,0,1,2,2,9,41,195,464,660,562,254,163,94,68,45,26,22,12,10,10,7,34,0.24525,0.24563,0.20916,0.15519,0.45478,0.85523
SBRF,2021-12,DEP,3402,0,0,0,2,0,1,1,3,3,25,135,607,949,710,282,160,130,89,65,35,28,37,17,13,11,99,0.21811,0.27895,0.2087,0.12992,0.48765,0.83568
SBRJ,2019-01,DEP,3694,0,0,0,0,0,0,0,0,0,1,57,524,958,846,336,268,168,104,74,76,58,38,35,16,28,106,0.15728,0.25934,0.22902,0.16351,0.48836,0.80915
SBRJ,2020-01,DEP,4525,0,0,0,0,0,0,0,0,0,2,86,788,1292,916,406,271,228,114,92,66,51,40,40,24,15,93,0.19315,0.28552,0.20243,0.14961,0.48796,0.83072
SBRJ,2021-01,DEP,2841,0,0,0,0,0,0,0,1,0,5,85,646,857,657,210,124,78,63,23,17,13,10,14,5,4,29,0.2573,0.30165,0.23126,0.11756,0.53291,0.90778
SBRJ,2022-01,DEP,3054,0,0,0,0,0,0,0,0,1,3,68,617,965,632,205,152,87,64,54,39,25,24,12,22,14,70,0.2243,0.31598,0.20694,0.1169,0.52292,0.86411
SBRJ,2019-02,DEP,3328,0,0,0,0,0,0,0,0,0,0,40,510,801,682,338,239,144,129,75,62,49,46,41,35,23,113,0.16526,0.24069,0.20493,0.17338,0.44561,0.78425
SBRJ,2020-02,DEP,3998,0,0,0,0,0,0,0,0,0,0,89,708,1081,793,329,222,161,103,90,74,60,43,43,25,22,150,0.19935,0.27039,0.19835,0.13782,0.46873,0.8059
SBRJ,2021-02,DEP,2136,0,0,0,0,0,0,0,0,0,1,87,522,707,425,131,96,50,35,18,18,12,5,7,1,5,16,0.28511,0.33099,0.19897,0.10627,0.52996,0.92135
SBRJ,2022-02,DEP,2714,0,0,0,0,0,0,0,0,1,0,68,784,1015,514,114,75,49,31,10,7,4,5,3,3,3,26,0.31393,0.37399,0.18939,0.06964,0.56338,0.94694
SBRJ,2019-03,DEP,3529,0,0,0,0,0,1,1,0,0,0,55,544,953,748,286,192,180,114,93,59,49,44,32,32,22,124,0.16974,0.27005,0.21196,0.13545,0.48201,0.78719
SBRJ,2020-03,DEP,2877,0,0,0,0,0,0,0,0,1,5,103,856,978,517,151,102,53,21,18,20,5,7,6,5,5,24,0.33333,0.33994,0.1797,0.08794,0.51964,0.94091
SBRJ,2021-03,DEP,1814,0,0,0,0,0,0,0,0,0,2,110,530,572,297,108,67,26,25,15,12,12,4,4,2,1,27,0.35281,0.31533,0.16373,0.09647,0.47905,0.92834
SBRJ,2022-03,DEP,3342,0,0,0,0,0,0,0,0,0,0,86,820,1088,740,221,133,67,53,25,22,12,10,6,5,8,46,0.2711,0.32555,0.22142,0.10592,0.54698,0.924
SBRJ,2019-04,DEP,3568,0,0,0,0,0,0,2,0,0,0,54,533,948,805,384,222,137,106,77,47,25,34,26,25,17,126,0.16452,0.2657,0.22562,0.16984,0.49131,0.82567
SBRJ,2020-04,DEP,188,0,0,0,0,0,0,0,0,0,1,17,56,55,32,12,7,0,4,1,2,0,0,0,0,1,0,0.3883,0.29255,0.17021,0.10106,0.46277,0.95213
SBRJ,2021-04,DEP,1314,0,0,0,0,0,0,0,0,0,0,72,380,475,247,57,34,15,10,4,1,2,2,3,2,1,9,0.34399,0.36149,0.18798,0.06925,0.54947,0.96271
SBRJ,2022-04,DEP,3671,0,0,0,0,0,1,0,0,1,2,74,766,1128,778,326,187,102,87,60,34,26,19,11,8,14,45,0.22882,0.30727,0.21193,0.13974,0.5192,0.88777
SBRJ,2019-05,DEP,3623,0,0,0,0,0,0,0,0,0,1,66,676,1057,804,334,201,116,78,46,44,38,30,28,19,12,72,0.2048,0.29175,0.22192,0.14767,0.51366,0.86613
SBRJ,2020-05,DEP,244,0,0,0,0,0,0,0,0,0,0,25,81,76,38,11,2,2,0,3,0,2,0,1,0,1,2,0.43443,0.31148,0.15574,0.05328,0.46721,0.95492
SBRJ,2021-05,DEP,1749,0,0,0,0,0,0,0,0,0,4,71,540,635,305,72,33,21,14,7,9,5,5,8,5,3,12,0.34934,0.36306,0.17439,0.06003,0.53745,0.94683
SBRJ,2022-05,DEP,4198,0,0,0,0,0,0,0,0,0,1,107,970,1380,862,323,164,114,59,40,33,25,24,13,11,14,57,0.25655,0.32873,0.20534,0.11601,0.53406,0.90662
SBRJ,2019-06,DEP,3270,0,0,0,0,0,0,0,0,0,1,77,674,1056,681,256,137,115,72,53,33,21,21,20,11,7,35,0.22966,0.32294,0.20826,0.12018,0.53119,0.88104
SBRJ,2020-06,DEP,462,0,0,0,0,0,0,0,0,0,2,33,173,142,71,13,6,10,2,2,2,0,0,0,1,1,4,0.44589,0.30736,0.15368,0.04113,0.46104,0.94805
SBRJ,2021-06,DEP,2033,0,0,0,0,0,0,0,0,0,3,94,571,701,416,100,47,29,19,10,5,7,5,3,3,6,14,0.3271,0.34481,0.20462,0.07231,0.54943,0.94884
SBRJ,2019-07,DEP,3599,0,0,0,0,0,0,0,0,0,1,77,639,1055,794,330,217,141,96,65,47,32,17,18,12,12,45,0.19894,0.29314,0.22062,0.15199,0.51375,0.86468
SBRJ,2020-07,DEP,776,0,0,0,0,0,0,0,0,0,6,68,284,229,108,28,15,9,2,5,5,2,2,4,2,0,7,0.45361,0.2951,0.13918,0.05541,0.43428,0.9433
SBRJ,2021-07,DEP,2593,0,0,0,0,0,0,0,0,0,3,123,728,821,525,167,85,33,25,19,12,3,6,6,3,5,29,0.32819,0.31662,0.20247,0.09718,0.51909,0.94447
SBRJ,2019-08,DEP,2838,0,0,0,0,0,0,0,0,0,0,57,653,882,573,234,123,72,65,46,34,29,16,11,12,5,26,0.25018,0.31078,0.2019,0.12579,0.51268,0.88865
SBRJ,2020-08,DEP,1057,0,0,0,0,0,0,0,0,1,3,71,323,340,191,57,24,13,4,3,3,7,1,2,3,0,11,0.37275,0.32167,0.1807,0.07663,0.50237,0.95175
SBRJ,2021-08,DEP,2667,0,0,0,0,0,0,0,0,0,3,160,869,887,456,119,46,36,21,18,7,6,7,5,5,0,22,0.38583,0.33258,0.17098,0.06187,0.50356,0.95126
SBRJ,2019-09,DEP,1546,1,0,0,0,0,0,0,0,0,0,36,348,438,304,116,69,43,44,26,19,8,12,13,8,5,56,0.24838,0.28331,0.19664,0.11966,0.47995,0.84799
SBRJ,2020-09,DEP,1528,0,0,0,0,0,0,0,0,0,1,66,427,514,305,87,40,27,13,9,9,5,6,3,0,0,15,0.32264,0.33639,0.19961,0.08312,0.53599,0.94175
SBRJ,2021-09,DEP,2822,0,0,0,0,0,0,0,0,0,0,82,725,1006,562,179,94,48,26,25,13,14,6,4,8,2,27,0.28597,0.35648,0.19915,0.09674,0.55563,0.93834
SBRJ,2019-10,DEP,4121,0,0,0,0,0,0,0,0,0,0,83,772,1232,841,353,209,164,111,68,67,50,31,31,15,16,78,0.20747,0.29896,0.20408,0.13637,0.50303,0.84688
SBRJ,2020-10,DEP,2053,0,0,0,0,0,0,0,0,0,4,89,544,657,395,136,73,42,23,18,12,8,4,4,3,3,38,0.30833,0.32002,0.1924,0.1018,0.51242,0.92255
SBRJ,2021-10,DEP,2855,1,0,0,0,0,0,0,0,0,2,54,560,913,603,226,148,90,43,38,21,19,21,13,8,9,86,0.21506,0.31979,0.21121,0.131,0.531,0.87706
SBRJ,2019-11,DEP,4037,0,0,0,0,0,0,0,0,0,2,71,697,1175,788,367,206,140,112,87,71,51,34,29,26,24,157,0.19024,0.29106,0.19519,0.14194,0.48625,0.81843
SBRJ,2020-11,DEP,2330,0,0,0,0,0,0,0,0,0,3,51,447,698,518,181,126,75,48,34,27,16,20,12,10,13,51,0.21373,0.29957,0.22232,0.13176,0.52189,0.86738
SBRJ,2021-11,DEP,3012,0,0,0,0,0,0,0,0,0,0,23,401,871,691,286,182,135,87,84,52,32,20,23,24,11,89,0.14077,0.28918,0.22942,0.15538,0.51859,0.81474
SBRJ,2019-12,DEP,4341,0,0,0,0,0,0,0,0,1,1,86,673,1051,886,360,257,199,169,119,108,64,47,41,49,35,195,0.17484,0.24211,0.2041,0.14213,0.44621,0.76319
SBRJ,2020-12,DEP,2833,0,0,0,0,0,0,0,0,0,2,71,593,804,642,233,140,112,63,47,30,24,19,9,8,3,32,0.23438,0.2838,0.22661,0.13166,0.51041,0.87646
SBRJ,2021-12,DEP,3425,0,0,0,0,0,0,0,0,0,2,53,508,861,719,336,262,160,102,87,77,43,36,23,20,19,116,0.1638,0.25139,0.20993,0.1746,0.46131,0.79971
SBSP,2019-01,DEP,7666,0,0,0,0,0,0,0,0,0,1,118,1174,2101,1543,704,472,334,269,204,139,144,88,74,51,52,198,0.16854,0.27407,0.20128,0.1534,0.47535,0.79729
SBSP,2020-01,DEP,7854,0,0,0,0,0,0,0,0,0,5,419,1847,2229,1416,615,384,281,162,104,86,65,50,40,20,21,110,0.28852,0.2838,0.18029,0.1272,0.46409,0.87981
SBSP,2021-01,DEP,3462,1,0,0,1,0,0,0,0,1,10,370,1154,922,497,163,108,72,51,27,16,11,7,10,6,4,31,0.44021,0.26632,0.14356,0.07828,0.40988,0.92837
SBSP,2022-01,DEP,5332,0,0,0,0,0,0,1,0,1,3,190,1195,1550,1015,403,258,149,114,97,74,44,33,44,21,25,114,0.25975,0.2907,0.19036,0.12397,0.48106,0.86478
SBSP,2019-02,DEP,6818,0,0,0,0,0,0,0,0,0,2,70,866,1712,1424,735,447,403,247,202,133,138,89,67,59,49,175,0.13728,0.2511,0.20886,0.17336,0.45996,0.77061
SBSP,2020-02,DEP,6996,1,0,0,0,0,0,0,0,0,3,261,1539,1852,1285,517,334,251,197,137,124,104,65,57,41,35,192,0.25729,0.26472,0.18368,0.12164,0.4484,0.82733
SBSP,2021-02,DEP,2564,1,0,0,0,0,0,0,0,0,5,328,1002,723,299,75,42,19,20,11,4,4,5,3,2,2,19,0.51872,0.28198,0.11661,0.04563,0.3986,0.96295
SBSP,2022-02,DEP,4079,0,0,0,0,0,0,0,0,0,3,262,1351,1262,636,207,126,76,41,34,14,14,10,8,5,3,27,0.39544,0.30939,0.15592,0.08164,0.46531,0.94239
SBSP,2019-03,DEP,7236,0,0,0,0,0,0,0,0,0,1,107,1253,2099,1478,631,398,278,187,165,125,95,81,56,49,31,202,0.18795,0.29008,0.20426,0.14221,0.49433,0.82449
SBSP,2020-03,DEP,4983,0,0,0,0,0,0,0,0,1,4,314,1605,1555,792,305,156,73,48,36,21,13,9,6,6,5,34,0.38511,0.31206,0.15894,0.09251,0.471,0.94863
SBSP,2021-03,DEP,2081,0,0,0,0,0,0,0,0,0,11,292,926,535,185,58,26,13,10,5,2,1,4,2,2,1,8,0.5853,0.25709,0.0889,0.04037,0.34599,0.97165
SBSP,2022-03,DEP,4629,0,0,0,0,0,0,1,0,0,3,266,1437,1454,804,227,154,78,53,31,29,18,8,12,11,10,33,0.3679,0.31411,0.17369,0.08231,0.48779,0.938
SBSP,2019-04,DEP,7107,0,0,0,0,0,0,0,0,0,1,142,1325,1981,1498,579,416,265,197,134,116,76,66,57,36,16,201,0.20642,0.27874,0.21078,0.14,0.48952,0.83594
SBSP,2020-04,DEP,44,1,1,0,0,0,0,0,0,0,1,11,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.72727,0.18182,0.02273,0,0.20455,0.93182
SBSP,2021-04,DEP,1159,0,0,0,0,0,0,0,0,0,8,166,577,297,67,20,6,6,3,2,1,0,1,0,1,0,4,0.64107,0.25626,0.05781,0.02243,0.31406,0.97757
SBSP,2022-04,DEP,5310,0,0,0,0,0,0,0,0,0,3,172,1288,1693,1108,389,227,140,90,50,35,24,21,10,15,2,43,0.27495,0.31883,0.20866,0.11601,0.5275,0.91846
SBSP,2019-05,DEP,7141,0,0,0,0,0,0,0,0,0,0,192,1628,2199,1461,518,367,212,152,102,86,58,32,24,27,15,68,0.25487,0.30794,0.20459,0.12393,0.51253,0.89133
SBSP,2020-05,DEP,25,0,0,0,0,0,0,0,0,0,1,8,11,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.76,0.04,0.04,0.04,0.08,0.88
SBSP,2021-05,DEP,1743,0,0,0,0,0,0,0,0,0,1,161,739,539,194,35,25,10,5,6,4,1,7,0,3,5,8,0.51635,0.30924,0.1113,0.03442,0.42054,0.97131
SBSP,2022-05,DEP,6398,0,0,0,0,0,0,0,0,0,6,218,1453,2034,1287,502,278,178,119,91,48,32,30,12,12,11,87,0.26118,0.31791,0.20116,0.12191,0.51907,0.90216
SBSP,2019-06,DEP,6512,0,0,0,0,0,0,0,0,0,3,172,1545,1944,1289,541,323,203,148,105,54,38,39,27,12,21,48,0.26367,0.29853,0.19794,0.13268,0.49647,0.89281
SBSP,2020-06,DEP,371,0,0,0,0,0,0,0,0,0,4,95,176,66,16,5,3,1,1,1,0,1,0,0,0,0,2,0.73046,0.1779,0.04313,0.02156,0.22102,0.97305
SBSP,2021-06,DEP,2127,0,0,0,0,0,0,0,0,0,1,191,889,599,243,58,38,31,21,9,11,9,2,6,4,2,13,0.50776,0.28162,0.11425,0.04513,0.39586,0.94875
SBSP,2019-07,DEP,7119,0,0,0,0,0,0,0,0,0,2,206,1431,2027,1382,565,448,280,196,155,98,69,52,46,37,21,104,0.22995,0.28473,0.19413,0.1423,0.47886,0.8511
SBSP,2020-07,DEP,680,0,0,0,0,0,0,0,0,0,7,187,330,103,34,4,1,2,3,1,1,1,0,0,0,0,6,0.76029,0.15147,0.05,0.00735,0.20147,0.96912
SBSP,2021-07,DEP,3343,0,0,0,0,0,0,0,0,0,4,299,1234,973,455,140,87,45,25,17,6,5,8,5,2,4,34,0.45857,0.29106,0.13611,0.0679,0.42716,0.95363
SBSP,2019-08,DEP,7049,0,0,0,0,0,0,0,0,0,2,206,1650,2108,1371,539,374,238,162,108,79,53,36,28,20,19,56,0.2633,0.29905,0.1945,0.12952,0.49355,0.88637
SBSP,2020-08,DEP,535,0,0,0,0,0,0,1,1,1,2,72,228,138,46,15,6,5,2,2,4,3,0,2,1,1,5,0.56075,0.25794,0.08598,0.03925,0.34393,0.94393
SBSP,2021-08,DEP,3261,1,1,1,1,0,1,0,0,1,6,364,1196,930,419,122,62,38,18,20,14,12,6,5,4,3,36,0.47838,0.28519,0.12849,0.05642,0.41368,0.94848
SBSP,2019-09,DEP,7265,0,0,0,0,0,0,0,0,0,4,168,1359,2042,1424,611,395,312,230,146,142,101,67,72,41,13,138,0.21019,0.28107,0.19601,0.13847,0.47708,0.82574
SBSP,2020-09,DEP,917,1,0,0,0,0,0,0,0,0,10,188,413,194,50,20,10,5,8,7,1,2,0,3,1,0,4,0.6554,0.21156,0.05453,0.03272,0.26609,0.9542
SBSP,2021-09,DEP,3774,0,0,0,0,0,0,0,0,0,2,265,1197,1257,559,186,97,65,34,27,16,19,8,9,2,4,27,0.38739,0.33307,0.14812,0.07499,0.48119,0.94356
SBSP,2019-10,DEP,7529,0,0,0,0,0,0,0,0,0,4,135,1402,2302,1529,693,428,300,209,145,85,69,45,35,29,20,99,0.20414,0.30575,0.20308,0.14889,0.50883,0.86187
SBSP,2020-10,DEP,1934,0,0,0,0,0,0,0,2,1,17,419,754,422,167,62,23,19,12,5,4,4,7,2,2,1,11,0.60651,0.2182,0.08635,0.04395,0.30455,0.95502
SBSP,2021-10,DEP,4067,0,0,0,0,0,0,0,0,0,2,171,1143,1205,774,281,157,92,59,37,32,23,22,13,11,3,42,0.32309,0.29629,0.19031,0.1077,0.4866,0.91738
SBSP,2019-11,DEP,7374,0,0,0,0,0,0,0,0,0,2,120,1097,1848,1491,677,468,388,271,213,168,126,89,68,51,44,248,0.16504,0.25061,0.2022,0.15528,0.45281,0.77312
SBSP,2020-11,DEP,2463,0,0,0,0,0,0,0,0,0,10,280,898,638,367,103,52,30,13,15,15,6,6,3,4,1,22,0.47828,0.25903,0.14901,0.06293,0.40804,0.94925
SBSP,2021-11,DEP,4380,0,0,0,0,0,0,0,0,0,0,131,892,1209,805,391,256,173,109,87,64,47,51,30,23,18,92,0.23356,0.27603,0.18379,0.14772,0.45982,0.8411
SBSP,2019-12,DEP,7619,0,0,0,0,0,0,0,0,0,6,225,1259,1811,1390,686,491,363,299,208,155,143,95,78,52,59,297,0.19478,0.2377,0.18244,0.15448,0.42013,0.76939
SBSP,2020-12,DEP,2975,0,0,0,0,0,0,0,0,0,9,234,872,811,501,169,112,76,47,38,33,15,15,11,5,8,19,0.37176,0.27261,0.1684,0.09445,0.44101,0.90723
SBSP,2021-12,DEP,5256,0,0,0,0,0,0,0,0,0,1,117,746,1249,990,527,393,295,212,160,107,98,70,51,43,43,154,0.16419,0.23763,0.18836,0.17504,0.42599,0.76522
SBSV,2019-01,DEP,3046,17,2,2,0,0,0,0,0,0,9,77,453,654,567,326,210,189,116,96,59,49,34,35,21,21,108,0.174,0.21471,0.18615,0.17597,0.40085,0.75082
SBSV,2020-01,DEP,2945,0,0,1,2,0,2,3,8,7,15,156,586,787,550,223,145,125,76,49,39,27,17,18,14,13,80,0.25195,0.26723,0.18676,0.12496,0.45399,0.8309
SBSV,2021-01,DEP,2557,1,2,0,1,1,0,0,1,3,21,229,604,603,476,220,135,84,53,33,23,21,7,7,4,2,25,0.32577,0.23582,0.18616,0.13883,0.42198,0.88659
SBSV,2022-01,DEP,2668,18,0,0,0,0,0,0,0,1,6,104,510,644,533,239,150,107,72,68,39,33,27,20,13,11,68,0.23013,0.24138,0.19978,0.1458,0.44115,0.81709
SBSV,2019-02,DEP,2392,7,3,1,0,0,2,0,0,4,12,80,327,467,443,271,186,151,95,76,50,33,26,24,23,13,94,0.17015,0.19523,0.1852,0.19105,0.38043,0.74164
SBSV,2020-02,DEP,2597,2,0,0,1,1,1,3,0,4,10,158,612,725,433,178,112,85,53,35,32,22,16,19,13,9,67,0.2965,0.27917,0.16673,0.11167,0.4459,0.85406
SBSV,2021-02,DEP,1706,0,0,0,0,0,0,0,1,8,38,245,577,414,211,87,36,29,14,11,8,5,2,4,3,1,12,0.48183,0.24267,0.12368,0.0721,0.36635,0.92028
SBSV,2022-02,DEP,2059,6,0,0,0,2,7,2,2,3,18,163,600,555,316,117,70,42,29,23,14,8,9,7,10,3,53,0.37057,0.26955,0.15347,0.09082,0.42302,0.88441
SBSV,2019-03,DEP,2543,0,0,0,0,0,0,0,3,1,13,92,340,524,474,250,187,133,107,77,51,44,32,28,35,23,127,0.16988,0.20606,0.18639,0.17184,0.39245,0.73417
SBSV,2020-03,DEP,1820,0,0,0,0,0,0,0,3,1,16,150,453,504,305,119,71,42,35,18,18,16,16,4,4,8,37,0.33132,0.27692,0.16758,0.1044,0.44451,0.88022
SBSV,2021-03,DEP,1500,0,0,0,0,0,0,0,0,3,14,211,522,416,184,69,31,18,8,7,4,0,2,2,0,1,8,0.48867,0.27733,0.12267,0.06667,0.4,0.95533
SBSV,2022-03,DEP,2354,0,0,0,0,0,1,0,3,9,26,189,756,589,339,148,85,53,41,16,17,12,12,5,7,5,40,0.40144,0.25021,0.14401,0.09898,0.39422,0.89465
SBSV,2019-04,DEP,2021,1,0,0,0,0,0,0,0,3,12,86,362,445,378,188,131,106,65,49,50,25,21,15,13,9,61,0.22167,0.22019,0.18704,0.15784,0.40722,0.78674
SBSV,2020-04,DEP,180,2,0,0,0,0,0,0,1,3,9,26,42,29,29,12,5,6,1,2,2,0,2,0,0,2,6,0.37778,0.16111,0.16111,0.09444,0.32222,0.79444
SBSV,2021-04,DEP,870,2,0,1,0,0,1,0,0,6,10,112,283,224,101,44,27,17,11,0,9,1,1,1,0,0,19,0.45402,0.25747,0.11609,0.08161,0.37356,0.9092
SBSV,2022-04,DEP,2085,0,0,0,0,0,1,0,1,9,27,140,592,559,338,142,64,56,39,24,17,13,9,4,2,4,41,0.35108,0.26811,0.16211,0.0988,0.43022,0.8801
SBSV,2019-05,DEP,1821,0,0,0,0,0,0,0,0,0,11,115,429,400,318,163,101,78,45,36,31,17,13,14,8,4,38,0.29874,0.21966,0.17463,0.14498,0.39429,0.838
SBSV,2020-05,DEP,235,1,0,0,1,0,0,2,0,10,13,36,72,45,27,9,8,3,0,1,0,0,0,1,0,0,6,0.45957,0.19149,0.11489,0.07234,0.30638,0.8383
SBSV,2021-05,DEP,1128,0,0,1,0,0,0,1,1,3,22,115,376,325,141,54,38,15,5,8,4,3,1,0,2,2,10,0.43528,0.28812,0.125,0.08156,0.41312,0.92996
SBSV,2022-05,DEP,2059,0,0,0,0,1,1,1,3,6,31,197,645,479,291,132,72,41,36,30,11,10,10,11,3,2,36,0.40894,0.23264,0.14133,0.09908,0.37397,0.88198
SBSV,2019-06,DEP,1842,7,0,0,0,0,0,0,0,2,6,89,338,421,339,188,117,68,58,35,32,22,26,9,7,6,71,0.23181,0.22856,0.18404,0.16558,0.4126,0.80999
SBSV,2020-06,DEP,280,0,0,0,1,0,1,2,0,0,11,35,98,50,35,11,9,8,2,2,1,1,1,0,0,0,11,0.475,0.17857,0.125,0.07143,0.30357,0.85
SBSV,2021-06,DEP,1480,0,0,0,0,0,0,0,2,2,14,134,503,391,214,97,47,24,8,10,8,5,3,3,1,0,14,0.43041,0.26419,0.14459,0.0973,0.40878,0.93649
SBSV,2019-07,DEP,2589,0,0,0,0,0,0,0,0,1,9,135,475,578,515,267,158,134,80,54,40,25,25,13,15,4,60,0.23561,0.22325,0.19892,0.16416,0.42217,0.82194
SBSV,2020-07,DEP,495,0,0,0,0,0,0,0,0,0,14,100,160,86,51,16,8,3,11,6,2,2,1,1,0,1,30,0.52525,0.17374,0.10303,0.04848,0.27677,0.85051
SBSV,2021-07,DEP,2012,0,0,0,0,0,0,0,0,0,19,192,676,586,289,92,43,31,10,16,7,9,5,5,1,5,26,0.43141,0.29125,0.14364,0.0671,0.43489,0.9334
SBSV,2019-08,DEP,2354,1,0,0,0,0,0,0,2,0,11,142,439,547,445,222,147,106,66,43,45,31,19,17,10,5,56,0.24681,0.23237,0.18904,0.15675,0.42141,0.82498
SBSV,2020-08,DEP,642,0,0,0,0,0,0,0,2,3,13,143,222,123,43,12,13,8,7,6,2,1,2,3,3,2,33,0.56854,0.19159,0.06698,0.03894,0.25857,0.86604
SBSV,2021-08,DEP,1814,0,0,0,0,0,0,0,0,1,19,214,621,472,257,92,42,17,17,11,12,6,9,3,1,2,17,0.46031,0.2602,0.14168,0.07387,0.40187,0.93605
SBSV,2019-09,DEP,2293,0,0,0,0,0,0,0,2,3,11,114,459,552,432,179,150,118,69,47,30,22,20,13,13,8,49,0.24989,0.24073,0.1884,0.14348,0.42913,0.8225
SBSV,2020-09,DEP,923,0,0,0,0,0,0,1,2,11,30,145,297,208,116,35,24,17,12,4,2,2,0,2,1,2,12,0.47887,0.22535,0.12568,0.06392,0.35103,0.89382
SBSV,2021-09,DEP,2018,0,0,0,0,0,0,0,0,1,16,166,541,565,338,137,71,54,29,25,16,14,5,7,6,1,25,0.35035,0.27998,0.16749,0.10307,0.44747,0.90089
SBSV,2019-10,DEP,2395,0,0,0,0,0,0,0,0,2,11,99,417,530,455,276,165,126,96,52,28,40,28,17,10,7,34,0.21545,0.22129,0.18998,0.18413,0.41127,0.81086
SBSV,2020-10,DEP,1422,3,1,3,3,0,0,2,6,5,37,248,421,344,183,60,37,18,10,9,1,1,2,1,1,0,25,0.47046,0.24191,0.12869,0.06821,0.3706,0.90928
SBSV,2021-10,DEP,2130,0,0,0,0,0,0,1,0,0,11,147,636,603,338,121,72,55,21,21,14,7,11,11,5,2,51,0.36761,0.2831,0.15869,0.09061,0.44178,0.9
SBSV,2019-11,DEP,2490,0,0,0,0,0,1,1,0,5,10,113,460,531,467,206,193,126,97,68,37,32,31,17,14,9,68,0.23012,0.21325,0.18755,0.16024,0.4008,0.79116
SBSV,2020-11,DEP,1558,1,0,0,1,0,1,3,2,4,16,140,426,398,222,119,70,42,29,19,16,11,3,6,5,1,23,0.36329,0.25546,0.14249,0.12131,0.39795,0.88254
SBSV,2021-11,DEP,2207,0,0,0,0,0,0,0,1,1,11,93,479,582,424,178,114,78,54,34,24,19,16,12,7,9,69,0.25918,0.26371,0.19212,0.13231,0.45582,0.8473
SBSV,2019-12,DEP,2791,0,1,0,1,1,1,0,3,5,20,121,517,639,492,238,172,114,116,80,57,32,42,27,17,19,74,0.22859,0.22895,0.17628,0.1469,0.40523,0.78072
SBSV,2020-12,DEP,2099,0,0,0,0,3,3,4,7,8,33,248,563,466,331,122,91,66,46,30,19,7,11,7,5,4,25,0.38637,0.22201,0.15769,0.10148,0.3797,0.86756
SBSV,2021-12,DEP,2668,0,0,0,0,0,0,0,1,3,11,122,613,655,471,200,137,96,76,54,40,26,18,23,11,9,99,0.27549,0.2455,0.17654,0.12631,0.42204,0.82384
